funding_amount,num_funding_rounds,industry_sector,location,num_milestones,team_size,years_active,success_probability,success_outcome
30.86,2,E-commerce,New York,5,2,4.6,55.77,0
71.05,7,E-commerce,Austin,14,147,7.4,70.34,0
2.77,5,AI/ML,Bangalore,11,61,9.7,67.35,0
13.22,6,EdTech,Berlin,0,129,3.1,57.24,0
7.64,7,SaaS,New York,14,191,3.2,71.3,1
20.48,2,SaaS,Seattle,6,46,7.4,63.36,0
10.26,1,CleanTech,New York,8,178,11.3,66.36,1
15.39,5,AI/ML,Seattle,8,75,3.8,65.36,1
119.36,3,CleanTech,New York,14,84,4.7,63.69,0
15.34,4,FinTech,Berlin,4,145,11.9,72.49,1
27.49,2,CleanTech,London,7,157,2.4,57.14,1
14.41,3,AI/ML,Berlin,0,164,1.2,55.92,0
19.6,3,Cybersecurity,Seattle,6,50,7.2,63.21,1
18.28,3,SaaS,Austin,1,145,0.6,46.8,0
28.46,6,SaaS,Austin,10,67,2.4,62.29,1
58.28,5,HealthTech,Austin,16,70,7.6,72.93,0
94.39,4,CleanTech,Seattle,8,236,8.0,61.31,1
24.77,1,E-commerce,Seattle,16,27,6.3,48.21,0
32.77,4,CleanTech,Berlin,17,104,4.8,66.72,1
5.75,2,FinTech,San Francisco,0,110,7.0,64.95,1
16.65,3,HealthTech,Austin,9,62,7.8,59.12,0
46.54,3,Cybersecurity,Toronto,9,196,9.7,68.92,1
43.21,1,FinTech,Bangalore,6,122,9.6,61.68,0
22.46,3,AI/ML,Bangalore,14,180,8.1,66.91,1
44.1,2,SaaS,Boston,7,97,10.8,68.34,1
29.69,6,Cybersecurity,New York,0,224,10.1,65.89,1
60.36,7,CleanTech,New York,9,182,1.9,61.84,0
24.27,1,Cybersecurity,New York,3,84,11.5,63.98,0
12.73,5,EdTech,Bangalore,6,240,10.7,69.26,1
25.43,5,AI/ML,Toronto,9,216,4.1,61.3,1
0.97,3,E-commerce,Toronto,13,148,0.5,54.41,1
26.65,4,Cybersecurity,Singapore,5,6,7.4,59.27,1
0.47,6,FinTech,Boston,6,148,5.4,65.09,1
3.24,3,Cybersecurity,Seattle,1,173,9.1,64.56,0
28.55,1,EdTech,Toronto,6,92,6.4,54.54,1
29.3,3,HealthTech,Toronto,10,37,1.2,57.73,0
5.68,2,AI/ML,London,11,142,3.2,55.18,0
8.92,3,CleanTech,Toronto,5,200,10.6,60.4,1
71.56,2,HealthTech,Boston,1,81,0.7,48.27,0
11.2,2,FinTech,Seattle,10,115,8.9,66.41,0
171.22,7,Cybersecurity,Toronto,11,2,3.7,57.4,1
18.14,1,Cybersecurity,Boston,1,176,5.6,48.81,1
27.33,5,HealthTech,Singapore,9,216,6.5,69.45,0
91.55,6,Cybersecurity,Seattle,1,194,3.2,60.05,1
20.72,5,Cybersecurity,Austin,8,108,7.9,63.04,0
6.67,7,Cybersecurity,Austin,11,13,8.4,73.65,1
16.29,1,HealthTech,Berlin,12,124,1.3,49.48,1
17.54,3,AI/ML,Seattle,12,235,4.7,69.43,1
4.64,2,Cybersecurity,Boston,13,22,9.0,63.03,1
14.07,5,Cybersecurity,Singapore,4,55,8.7,68.46,1
8.65,5,AI/ML,San Francisco,15,209,6.7,71.74,1
45.8,7,HealthTech,San Francisco,6,142,9.4,66.82,1
18.81,3,FinTech,Bangalore,6,44,1.6,48.51,0
13.7,2,EdTech,Berlin,14,8,1.7,47.41,1
16.34,7,FinTech,London,5,103,8.0,74.13,1
22.72,5,HealthTech,San Francisco,1,149,8.4,61.6,1
33.68,6,FinTech,London,12,210,9.8,76.03,1
6.69,4,CleanTech,Seattle,11,221,2.4,55.0,1
6.41,4,AI/ML,London,10,115,6.3,67.98,1
54.85,3,AI/ML,San Francisco,2,106,8.0,66.64,1
12.03,6,CleanTech,London,11,232,2.9,68.24,1
4.41,2,SaaS,London,3,194,6.3,63.85,0
28.33,7,SaaS,Austin,9,53,7.8,72.96,1
28.89,2,HealthTech,San Francisco,9,170,2.8,63.44,1
3.93,4,SaaS,Bangalore,13,179,4.7,60.76,0
22.86,3,HealthTech,Singapore,17,60,2.8,70.59,1
37.92,5,AI/ML,Berlin,3,244,10.9,68.56,1
26.43,5,Cybersecurity,Singapore,2,75,3.1,56.78,1
34.19,7,AI/ML,Berlin,10,138,1.7,70.02,1
4.46,6,EdTech,New York,17,124,0.7,64.36,1
25.31,2,E-commerce,Seattle,2,173,0.8,50.73,1
13.43,2,CleanTech,Toronto,8,225,2.5,57.14,0
11.21,7,SaaS,Austin,7,99,7.4,62.37,1
43.4,4,EdTech,Bangalore,5,97,0.5,59.4,1
79.78,1,E-commerce,San Francisco,11,188,3.7,56.3,1
109.33,6,HealthTech,Boston,5,238,1.0,68.49,1
67.68,5,Cybersecurity,Boston,8,227,5.0,58.88,1
16.29,1,EdTech,Berlin,15,188,0.9,51.42,1
25.86,6,EdTech,New York,6,176,7.4,67.28,1
39.13,5,E-commerce,Austin,0,192,8.4,65.11,1
20.52,5,FinTech,Berlin,15,234,8.9,73.87,1
20.71,7,HealthTech,Austin,4,4,2.9,61.32,0
41.42,4,HealthTech,Toronto,13,147,10.5,67.8,0
17.13,4,SaaS,Toronto,13,10,8.4,63.72,1
8.76,5,AI/ML,Boston,9,145,1.0,60.79,1
12.01,2,HealthTech,London,1,99,5.5,58.65,0
34.26,2,EdTech,Boston,17,77,9.3,68.76,0
18.23,6,CleanTech,Boston,12,222,3.9,67.14,1
25.54,2,Cybersecurity,Berlin,7,177,4.8,53.28,1
35.52,4,FinTech,Austin,15,142,7.7,69.94,0
12.49,2,E-commerce,New York,14,220,0.9,65.08,1
38.72,2,FinTech,Austin,13,26,11.6,74.2,0
26.55,5,AI/ML,Bangalore,3,162,2.3,47.24,0
5.29,6,Cybersecurity,Austin,11,40,0.6,59.44,1
76.88,4,CleanTech,Boston,5,59,0.4,58.36,0
11.01,1,HealthTech,Berlin,1,47,5.0,49.98,1
3.47,2,EdTech,New York,6,136,10.6,62.8,1
6.39,2,CleanTech,Austin,1,158,9.9,59.46,0
6.55,7,CleanTech,New York,1,189,11.0,74.92,0
19.15,3,EdTech,Bangalore,13,111,6.5,56.04,1
13.82,3,FinTech,Bangalore,9,234,5.6,67.83,0
12.98,1,SaaS,Singapore,7,94,4.8,55.09,1
33.77,4,AI/ML,Austin,3,40,0.8,50.79,1
25.53,7,SaaS,Berlin,13,11,10.9,76.98,0
24.93,3,Cybersecurity,Berlin,11,33,6.1,54.34,1
27.38,5,CleanTech,Toronto,10,112,5.6,62.23,0
33.65,2,CleanTech,New York,3,104,6.3,56.53,1
2.21,2,FinTech,Singapore,2,213,9.6,71.73,1
12.62,6,CleanTech,New York,2,33,2.9,56.01,1
2.05,1,CleanTech,London,0,67,8.6,44.02,1
18.84,4,SaaS,Toronto,17,245,8.6,67.44,0
18.09,3,AI/ML,San Francisco,6,9,10.2,69.14,1
51.7,1,CleanTech,New York,11,107,0.4,55.04,1
59.6,4,Cybersecurity,Toronto,17,51,2.3,69.15,1
22.26,7,AI/ML,San Francisco,16,134,5.8,79.24,1
11.02,1,FinTech,Berlin,5,243,10.3,65.44,1
29.52,6,AI/ML,London,8,58,11.6,73.27,1
10.72,4,E-commerce,Boston,8,93,7.3,69.82,1
18.15,6,FinTech,Toronto,0,113,2.8,56.61,1
48.72,1,CleanTech,Toronto,13,200,2.5,50.94,0
10.4,7,HealthTech,Boston,10,246,7.8,72.62,1
40.68,1,Cybersecurity,San Francisco,6,25,2.8,47.85,0
35.78,7,AI/ML,New York,10,123,6.8,72.74,1
7.0,5,EdTech,New York,13,188,10.1,71.19,1
48.13,3,FinTech,Bangalore,0,4,4.9,53.3,1
36.55,1,FinTech,London,11,201,4.7,58.75,1
20.12,5,E-commerce,Berlin,15,62,0.7,50.48,0
8.48,1,SaaS,Austin,13,130,3.3,47.72,0
7.7,5,CleanTech,Toronto,11,244,8.5,69.88,0
10.62,6,HealthTech,Singapore,1,159,4.5,63.26,1
31.27,2,Cybersecurity,Singapore,13,247,2.2,55.37,1
6.99,2,Cybersecurity,Seattle,13,151,1.5,53.64,0
28.15,2,FinTech,Berlin,8,54,1.4,54.75,1
5.25,2,E-commerce,London,10,173,8.0,67.62,1
14.82,1,Cybersecurity,Boston,11,154,7.5,58.86,1
20.28,2,EdTech,London,2,79,6.4,56.54,0
209.59,5,FinTech,Boston,4,21,6.2,69.06,1
4.58,3,Cybersecurity,Bangalore,14,162,2.1,53.59,0
79.2,6,SaaS,Singapore,17,145,6.2,70.86,1
21.11,6,FinTech,Singapore,4,193,1.0,61.44,1
27.42,6,CleanTech,Singapore,7,33,11.1,66.58,1
20.46,4,E-commerce,Seattle,16,135,1.0,57.97,1
28.35,3,FinTech,Bangalore,2,205,5.3,59.8,0
15.59,7,EdTech,Austin,4,223,0.3,61.95,1
77.79,2,FinTech,London,1,235,9.5,60.28,0
11.51,4,Cybersecurity,San Francisco,4,54,2.2,58.47,1
56.39,4,FinTech,Austin,11,44,11.1,76.46,1
9.54,6,CleanTech,London,6,144,0.8,68.57,1
17.11,4,AI/ML,Seattle,17,116,9.9,77.33,0
6.22,6,AI/ML,Bangalore,16,60,8.0,66.66,1
28.65,7,CleanTech,Berlin,16,27,3.2,66.11,1
77.1,3,Cybersecurity,Seattle,13,37,2.7,56.64,0
16.82,7,HealthTech,Seattle,12,86,4.5,70.51,1
14.93,2,FinTech,Berlin,9,185,10.0,64.05,1
5.96,7,FinTech,Singapore,17,18,10.4,68.11,0
14.45,2,E-commerce,Austin,1,28,2.4,44.04,0
3.7,6,AI/ML,London,13,67,4.4,70.54,1
7.29,3,FinTech,London,2,218,3.1,58.91,1
22.8,7,HealthTech,San Francisco,6,247,1.7,69.17,0
67.97,1,AI/ML,Bangalore,4,111,7.9,61.86,1
301.63,4,E-commerce,London,10,13,4.3,60.81,0
10.11,7,EdTech,Austin,14,4,2.9,61.83,0
76.35,1,Cybersecurity,Berlin,1,215,10.4,61.15,1
23.19,2,Cybersecurity,Berlin,10,112,9.1,65.36,1
15.62,1,CleanTech,Bangalore,3,21,9.4,63.42,0
28.01,3,SaaS,San Francisco,1,208,0.8,54.81,1
19.33,3,Cybersecurity,Seattle,7,133,11.0,70.03,1
20.3,5,E-commerce,New York,10,88,7.0,66.98,1
12.08,2,AI/ML,London,3,114,6.2,59.85,0
4.49,2,SaaS,London,7,57,0.4,48.41,0
3.88,2,CleanTech,Seattle,17,233,10.8,69.21,1
34.93,7,AI/ML,Bangalore,6,197,6.7,70.07,1
13.78,7,HealthTech,London,17,51,10.0,75.56,1
10.01,2,Cybersecurity,Seattle,15,184,8.0,62.6,0
18.33,2,FinTech,San Francisco,6,46,9.6,66.86,1
40.24,1,E-commerce,Austin,10,114,8.4,62.58,0
21.77,7,E-commerce,Toronto,12,187,11.1,74.06,0
9.43,5,AI/ML,Seattle,8,11,2.9,51.22,1
61.95,6,FinTech,Bangalore,7,181,2.7,67.2,0
88.16,3,SaaS,London,5,58,8.6,65.95,0
29.8,5,Cybersecurity,London,2,175,6.2,61.7,0
48.12,1,HealthTech,Seattle,0,125,7.3,59.62,0
62.93,5,E-commerce,London,6,8,8.6,58.26,1
56.27,5,CleanTech,San Francisco,14,190,6.7,74.54,0
33.59,3,Cybersecurity,San Francisco,4,66,9.5,67.38,1
33.06,5,AI/ML,Seattle,3,238,4.0,55.51,0
30.56,5,EdTech,London,5,210,10.4,71.7,1
6.07,4,E-commerce,London,10,49,1.6,52.88,0
36.62,2,SaaS,Seattle,3,151,7.7,59.57,0
4.68,1,E-commerce,Austin,3,91,10.7,55.77,0
8.21,7,E-commerce,Singapore,2,151,3.3,60.46,1
66.92,2,E-commerce,Berlin,5,140,4.1,52.26,0
42.11,3,HealthTech,San Francisco,3,75,3.9,51.65,0
80.43,5,CleanTech,Seattle,14,163,6.9,74.19,1
13.85,2,AI/ML,Singapore,16,66,5.1,60.19,0
5.74,3,Cybersecurity,Singapore,6,227,1.6,52.67,0
14.29,5,E-commerce,Austin,1,236,10.7,62.7,0
20.13,5,Cybersecurity,Bangalore,1,43,2.7,58.72,1
19.67,5,Cybersecurity,Berlin,5,182,6.5,61.01,1
56.47,1,Cybersecurity,Seattle,8,232,7.3,63.5,0
12.66,4,E-commerce,Berlin,9,33,0.8,48.91,1
25.84,4,AI/ML,Toronto,5,185,1.4,56.33,1
6.76,5,FinTech,Austin,6,234,11.7,70.1,1
28.51,2,SaaS,New York,5,57,8.1,59.88,1
18.23,2,SaaS,Seattle,9,146,0.7,53.72,0
8.59,6,CleanTech,San Francisco,12,199,9.6,75.49,0
14.36,5,AI/ML,Toronto,0,84,6.2,57.76,0
15.12,6,SaaS,Bangalore,8,60,1.2,58.73,1
13.87,2,HealthTech,Berlin,11,100,8.3,67.48,1
106.84,7,E-commerce,Bangalore,12,85,6.1,61.46,0
16.47,2,SaaS,San Francisco,10,181,2.7,58.88,1
14.24,5,FinTech,Berlin,9,93,10.6,68.73,1
2.23,2,EdTech,Seattle,12,95,3.7,50.17,1
7.43,7,Cybersecurity,Austin,6,236,3.6,68.02,0
13.97,3,FinTech,Boston,10,145,3.5,58.55,1
9.15,6,SaaS,London,5,232,9.3,67.97,1
72.36,3,AI/ML,Berlin,7,178,8.6,73.14,1
15.41,6,FinTech,New York,2,221,10.9,77.5,0
65.92,4,HealthTech,Berlin,6,50,3.0,50.23,1
19.33,1,Cybersecurity,Bangalore,2,234,9.5,54.41,1
18.86,2,AI/ML,San Francisco,4,236,7.0,67.71,1
16.63,5,HealthTech,Toronto,7,12,3.9,57.84,1
18.24,2,HealthTech,Berlin,9,90,0.7,59.0,0
101.37,2,SaaS,Boston,16,104,9.9,70.72,0
1.79,4,E-commerce,Singapore,0,106,3.1,51.39,1
2.46,2,E-commerce,Berlin,16,195,7.7,56.56,0
10.56,1,HealthTech,Singapore,5,175,6.7,61.14,1
18.44,5,E-commerce,San Francisco,13,54,0.4,52.33,0
36.24,5,Cybersecurity,San Francisco,12,152,11.9,80.99,1
29.17,6,HealthTech,Berlin,17,243,9.8,76.89,1
12.38,7,FinTech,Boston,1,111,6.0,64.01,0
50.35,1,Cybersecurity,Austin,17,232,8.3,68.52,0
50.92,3,AI/ML,Seattle,1,163,5.9,70.81,0
21.85,2,CleanTech,Singapore,15,231,9.0,65.13,0
47.59,7,EdTech,New York,11,225,1.9,68.34,0
23.87,4,EdTech,Bangalore,8,6,5.5,54.0,0
10.37,1,HealthTech,Seattle,7,200,4.2,57.45,1
36.52,5,HealthTech,New York,1,48,5.7,56.36,1
20.3,1,SaaS,San Francisco,14,206,5.6,62.19,0
18.2,2,FinTech,Toronto,13,202,2.0,57.02,0
79.28,6,CleanTech,New York,16,66,11.7,81.83,0
1.57,4,AI/ML,Seattle,13,18,0.5,47.5,0
4.4,6,Cybersecurity,Berlin,17,106,0.4,59.77,1
5.55,4,AI/ML,London,15,77,4.7,70.19,1
12.64,6,EdTech,Austin,7,139,7.6,67.05,0
14.09,4,AI/ML,New York,12,22,2.4,59.65,1
4.03,1,HealthTech,Singapore,4,12,6.5,49.42,1
6.79,1,CleanTech,Seattle,14,110,8.8,58.42,1
7.68,6,E-commerce,San Francisco,10,192,1.4,54.44,1
212.18,1,HealthTech,New York,7,80,11.8,66.29,0
110.14,3,AI/ML,London,11,82,4.2,59.47,1
12.04,1,AI/ML,New York,4,42,7.8,60.98,0
12.63,3,HealthTech,Boston,11,72,1.6,53.15,1
5.76,5,FinTech,New York,8,76,8.6,68.65,1
2.7,2,CleanTech,Singapore,5,66,10.1,59.93,1
16.17,4,EdTech,Berlin,17,87,1.5,56.27,0
6.7,7,AI/ML,Singapore,1,72,1.8,58.46,1
16.7,1,HealthTech,San Francisco,13,170,3.6,54.75,1
3.67,1,E-commerce,Boston,3,85,0.4,44.32,1
8.48,2,FinTech,Austin,4,189,11.8,72.06,0
21.09,6,EdTech,Berlin,2,151,7.3,65.71,0
26.21,3,AI/ML,Toronto,1,160,7.4,59.48,0
27.59,5,SaaS,Austin,2,146,11.5,70.62,1
4.85,1,AI/ML,Singapore,14,230,10.0,58.52,1
42.72,6,HealthTech,London,16,65,9.8,74.53,0
8.16,1,SaaS,Toronto,10,245,4.3,54.29,0
34.22,5,CleanTech,San Francisco,0,53,4.2,54.19,0
17.98,2,EdTech,Bangalore,15,36,3.7,49.92,1
4.59,7,HealthTech,Seattle,10,206,4.4,67.93,0
13.25,3,CleanTech,Austin,9,224,4.6,64.48,1
26.19,2,CleanTech,New York,17,24,1.9,58.81,1
33.55,3,E-commerce,Bangalore,7,150,4.5,52.92,0
15.78,1,CleanTech,Toronto,6,129,5.5,52.63,0
84.08,2,CleanTech,New York,14,56,3.9,56.48,1
49.77,5,E-commerce,Seattle,9,131,2.2,63.59,1
14.06,3,AI/ML,Singapore,12,172,4.7,64.15,0
38.48,3,FinTech,London,12,144,5.9,66.13,0
125.69,6,AI/ML,New York,15,130,8.7,78.08,0
129.09,1,EdTech,Boston,5,221,8.6,59.03,1
5.32,3,CleanTech,Boston,1,57,2.7,56.82,1
7.2,2,SaaS,Austin,8,156,0.7,52.15,1
80.23,4,Cybersecurity,Bangalore,11,80,3.9,58.03,0
6.31,3,AI/ML,Austin,14,243,2.1,59.34,1
4.84,1,AI/ML,Singapore,4,64,4.9,60.33,0
11.18,1,Cybersecurity,Bangalore,13,218,11.8,65.79,1
27.67,6,SaaS,Singapore,14,158,2.4,68.82,1
16.41,1,SaaS,Singapore,14,55,4.0,52.3,0
9.48,6,EdTech,New York,14,190,8.8,69.67,0
9.26,7,Cybersecurity,New York,17,61,6.3,74.34,1
8.91,4,CleanTech,Singapore,11,67,0.8,51.09,1
7.54,3,HealthTech,Singapore,6,87,2.2,59.21,1
177.97,6,SaaS,Singapore,7,171,11.2,76.85,1
24.47,7,EdTech,Seattle,13,99,1.5,59.89,1
44.11,1,E-commerce,London,4,143,7.7,58.07,0
11.14,7,FinTech,San Francisco,10,139,9.6,75.43,1
15.09,7,E-commerce,Austin,10,50,3.4,64.53,0
8.9,1,E-commerce,London,11,59,8.8,67.63,1
1.28,1,HealthTech,New York,7,78,2.3,50.6,0
4.58,6,HealthTech,New York,13,57,3.6,68.02,1
2.97,1,E-commerce,San Francisco,1,229,3.9,50.97,0
1.92,5,EdTech,Austin,13,96,12.0,71.7,1
5.5,1,Cybersecurity,Bangalore,14,102,2.8,52.45,0
68.37,5,CleanTech,Berlin,15,168,1.8,57.97,1
17.38,2,Cybersecurity,Bangalore,16,197,11.1,70.26,0
66.06,1,AI/ML,Austin,6,172,2.2,53.93,0
27.41,1,Cybersecurity,London,0,138,10.6,56.89,0
39.75,2,FinTech,Toronto,11,244,7.9,69.61,0
7.38,4,EdTech,Boston,1,225,7.0,61.14,1
30.69,1,FinTech,Berlin,5,52,9.1,60.15,0
37.66,6,E-commerce,Berlin,12,41,8.8,73.6,1
10.21,5,AI/ML,Toronto,10,99,1.6,52.85,0
31.8,3,EdTech,Bangalore,10,209,12.0,73.88,1
32.01,7,EdTech,Berlin,13,241,11.3,73.24,0
10.49,5,E-commerce,London,2,176,10.8,69.48,1
5.91,5,HealthTech,Toronto,14,173,7.6,67.0,1
5.56,2,AI/ML,Berlin,10,59,6.4,56.73,0
19.82,5,AI/ML,Boston,7,148,6.6,73.91,1
25.2,4,HealthTech,Berlin,8,47,0.5,63.14,1
8.23,7,HealthTech,London,9,135,6.1,70.49,1
18.66,4,EdTech,Austin,9,50,7.6,64.76,0
32.15,5,AI/ML,London,6,20,8.0,68.58,1
33.72,3,EdTech,Berlin,4,241,4.2,64.54,1
85.79,1,SaaS,Bangalore,3,223,5.8,47.23,1
65.17,1,AI/ML,London,6,171,7.7,65.63,0
6.68,7,HealthTech,New York,4,157,5.3,66.39,1
97.86,6,AI/ML,Bangalore,9,61,11.6,67.1,1
10.69,3,HealthTech,London,16,143,8.6,67.36,1
51.67,5,HealthTech,Austin,1,187,0.3,64.09,0
19.45,1,HealthTech,Singapore,5,135,0.6,46.96,0
12.04,1,EdTech,Boston,0,71,8.4,56.53,1
2.98,4,FinTech,Boston,17,99,5.1,69.65,1
15.31,5,Cybersecurity,Toronto,12,210,10.1,72.58,1
3.82,7,EdTech,Toronto,4,65,2.3,59.36,1
47.81,6,CleanTech,London,7,240,0.5,54.3,0
82.83,2,Cybersecurity,Boston,13,189,4.8,59.16,1
8.19,6,CleanTech,Toronto,17,222,8.9,75.32,1
24.58,4,CleanTech,New York,10,128,11.7,72.86,0
8.8,6,FinTech,Singapore,4,57,10.6,73.25,1
9.69,2,EdTech,London,12,10,6.0,56.23,1
39.43,1,E-commerce,Toronto,12,134,9.8,70.82,1
17.49,1,AI/ML,Seattle,11,100,1.1,52.04,0
103.51,7,FinTech,Toronto,0,30,7.0,71.39,1
11.22,1,AI/ML,San Francisco,12,232,11.1,71.28,0
49.37,7,CleanTech,Singapore,0,242,4.9,70.44,1
20.03,6,CleanTech,San Francisco,16,94,11.5,72.62,1
40.28,2,SaaS,Berlin,15,167,2.9,58.54,1
11.62,7,HealthTech,New York,10,104,1.5,64.21,1
17.3,2,EdTech,Bangalore,11,125,6.4,59.2,1
16.19,2,EdTech,Singapore,1,156,10.9,66.68,0
7.88,5,EdTech,New York,15,105,3.9,65.02,1
35.24,3,EdTech,Toronto,4,200,9.7,69.33,1
34.82,3,SaaS,Austin,4,48,2.3,51.05,0
32.9,2,FinTech,London,12,167,9.0,64.83,1
84.52,5,EdTech,San Francisco,16,245,6.8,71.04,1
77.43,1,EdTech,New York,8,212,2.3,53.87,1
12.49,2,HealthTech,Austin,9,13,8.7,60.33,1
26.39,4,Cybersecurity,London,9,30,8.7,63.55,0
9.74,4,E-commerce,London,5,157,6.3,67.08,0
18.6,5,Cybersecurity,Toronto,10,231,2.9,61.59,1
9.98,2,AI/ML,New York,17,211,1.8,65.81,0
91.84,5,FinTech,Singapore,6,226,11.5,75.17,1
26.15,6,Cybersecurity,San Francisco,13,39,8.0,74.79,0
14.61,3,SaaS,Austin,13,130,9.8,70.51,0
59.96,2,E-commerce,New York,15,182,8.5,62.16,1
2.07,4,SaaS,New York,13,156,10.0,72.35,1
2.43,5,SaaS,London,16,194,2.2,70.67,0
40.28,1,SaaS,Bangalore,12,54,6.1,58.49,1
19.31,4,EdTech,Berlin,17,115,8.1,69.91,1
23.35,2,AI/ML,Toronto,12,113,1.5,58.85,0
4.82,4,E-commerce,London,15,235,2.1,60.3,1
17.76,7,FinTech,San Francisco,16,52,7.7,75.62,1
134.76,4,HealthTech,Boston,17,82,10.5,75.09,1
41.44,6,CleanTech,Toronto,10,7,8.0,68.82,0
21.54,3,AI/ML,San Francisco,12,39,0.7,52.03,1
11.72,7,Cybersecurity,San Francisco,17,245,11.7,81.09,1
12.25,6,AI/ML,Toronto,6,212,1.9,62.77,1
2.16,7,E-commerce,San Francisco,2,66,3.0,59.19,1
23.52,6,Cybersecurity,Bangalore,15,176,11.7,80.25,1
42.33,5,E-commerce,Singapore,11,149,9.3,66.83,1
3.76,4,EdTech,Berlin,7,226,11.3,63.16,0
9.38,7,AI/ML,London,12,76,9.7,78.78,1
5.71,6,HealthTech,San Francisco,0,248,7.9,62.66,0
6.92,3,EdTech,Seattle,8,93,3.6,47.79,0
19.17,1,E-commerce,Toronto,4,179,4.1,55.21,0
2.26,1,HealthTech,Bangalore,5,100,11.4,63.66,1
33.59,2,E-commerce,Seattle,17,168,10.4,69.11,0
38.62,1,AI/ML,Toronto,9,85,4.5,55.32,1
14.14,2,EdTech,Singapore,2,211,4.7,47.87,0
1.52,1,FinTech,San Francisco,6,160,3.8,51.63,0
6.71,7,E-commerce,Berlin,4,73,4.1,60.53,1
62.36,1,CleanTech,Berlin,16,240,10.4,61.1,1
1.13,5,E-commerce,London,5,177,0.4,56.1,0
12.84,3,SaaS,Singapore,6,108,5.4,58.22,0
5.58,2,E-commerce,Toronto,6,35,11.3,61.99,1
40.63,5,SaaS,London,3,243,6.6,67.93,0
9.25,7,EdTech,Boston,14,189,5.6,70.91,1
27.22,6,EdTech,Bangalore,10,167,4.0,65.83,1
31.99,7,HealthTech,Bangalore,7,208,1.2,62.61,0
114.0,5,Cybersecurity,Berlin,7,152,2.9,63.78,1
14.84,5,E-commerce,Berlin,12,59,1.4,57.39,1
26.47,2,HealthTech,New York,1,60,1.8,40.31,0
4.12,6,CleanTech,Seattle,16,21,2.2,63.23,1
59.76,6,HealthTech,New York,10,17,3.8,65.84,1
8.5,2,AI/ML,London,4,182,0.4,55.98,1
10.37,3,HealthTech,Toronto,9,213,11.4,65.12,1
17.77,5,EdTech,Austin,15,42,1.7,56.48,0
3.81,1,E-commerce,Bangalore,3,144,4.8,45.05,1
22.85,6,Cybersecurity,New York,9,32,10.6,76.26,1
47.82,2,Cybersecurity,San Francisco,10,104,1.5,51.14,1
24.36,1,Cybersecurity,Bangalore,14,198,6.0,55.89,0
3.71,3,HealthTech,New York,10,203,10.2,72.16,1
16.06,6,FinTech,Singapore,13,237,6.8,69.58,1
38.17,2,Cybersecurity,Singapore,13,79,2.8,52.76,0
2.78,4,Cybersecurity,Boston,16,237,8.9,73.68,0
6.2,6,EdTech,San Francisco,6,196,8.3,74.23,1
43.66,1,FinTech,Boston,12,85,4.5,61.66,0
23.81,6,E-commerce,San Francisco,4,83,0.8,62.43,0
27.44,3,FinTech,Berlin,15,28,0.4,53.04,0
116.69,5,FinTech,Toronto,17,230,10.0,74.28,1
29.04,2,Cybersecurity,Bangalore,5,52,4.1,51.74,0
35.09,1,SaaS,Toronto,10,68,1.9,51.99,0
273.35,6,FinTech,Singapore,14,104,6.4,70.05,1
14.68,6,E-commerce,Toronto,0,36,11.1,62.67,1
8.18,7,EdTech,Singapore,12,201,0.4,64.17,0
27.88,5,AI/ML,Berlin,14,175,1.0,67.53,1
28.19,4,Cybersecurity,Bangalore,15,40,5.2,64.18,1
10.73,2,HealthTech,Boston,3,42,8.2,67.69,1
6.47,3,E-commerce,Seattle,13,7,5.9,53.1,0
183.07,5,CleanTech,Bangalore,14,237,10.8,67.02,1
25.2,3,SaaS,Boston,0,110,0.8,52.32,1
8.74,4,Cybersecurity,Austin,12,164,4.3,59.93,1
45.42,2,SaaS,New York,11,39,4.4,57.54,0
16.29,4,SaaS,Austin,17,59,4.3,54.58,0
14.11,2,Cybersecurity,London,0,136,6.0,51.71,1
31.89,1,E-commerce,Toronto,17,53,9.5,54.23,1
4.99,1,CleanTech,New York,10,154,4.0,53.84,1
25.86,4,CleanTech,Berlin,4,231,9.0,65.01,1
123.09,3,E-commerce,Singapore,6,77,2.0,54.12,0
28.97,1,HealthTech,Toronto,13,152,6.9,66.37,1
12.48,4,SaaS,Singapore,17,229,4.7,67.6,0
10.95,2,CleanTech,New York,5,223,6.6,53.98,0
12.06,1,AI/ML,Seattle,17,3,1.6,52.68,0
14.1,1,EdTech,Bangalore,11,29,11.5,61.84,1
12.46,4,EdTech,Bangalore,3,246,10.9,66.54,1
45.44,7,CleanTech,Berlin,10,231,10.0,75.09,1
3.21,2,HealthTech,Bangalore,14,81,10.7,66.94,0
43.03,2,FinTech,Berlin,0,130,2.0,46.57,1
12.43,2,CleanTech,San Francisco,1,144,6.2,57.11,0
26.49,3,EdTech,Bangalore,0,167,4.0,56.45,0
5.89,6,CleanTech,New York,10,188,10.7,72.11,1
68.62,3,AI/ML,Boston,1,94,2.5,51.34,0
63.16,5,Cybersecurity,Austin,16,222,2.9,65.35,0
47.45,7,AI/ML,Singapore,2,16,8.3,64.96,1
4.0,7,CleanTech,San Francisco,1,10,1.3,48.3,1
41.64,4,CleanTech,Berlin,4,239,8.9,65.42,0
27.24,5,HealthTech,Toronto,13,45,3.4,68.17,0
3.65,7,Cybersecurity,Singapore,16,248,8.0,74.06,0
17.74,6,E-commerce,Boston,4,72,10.5,70.51,1
